,Current Kills,Current Deaths,Health,Map Name,Weapon Name,Weapon Clip Size,Current Ammo,Player Team Score,Enemy Team Score,Timestamp,SessionID
1270,13,14,100,de_inferno,weapon_ak47,30,22,10,12,2021-01-09 19:07:15.420000,0
1271,13,14,100,de_inferno,weapon_ak47,30,21,10,12,2021-01-09 19:07:15.600000,0
1272,13,14,72,de_inferno,weapon_ak47,30,21,10,12,2021-01-09 19:07:16.000000,0
1273,13,14,72,de_inferno,weapon_ak47,30,20,10,12,2021-01-09 19:07:16.070000,0
1274,13,14,72,de_inferno,weapon_ak47,30,19,10,12,2021-01-09 19:07:16.160000,0
1275,13,14,72,de_inferno,weapon_ak47,30,18,10,12,2021-01-09 19:07:16.250000,0
1276,13,15,100,de_inferno,weapon_glock,20,20,10,13,2021-01-09 19:07:41.700000,0
1277,13,15,100,de_inferno,weapon_deagle,7,7,10,13,2021-01-09 19:07:45.870000,0
1278,13,15,100,de_inferno,weapon_m4a1,30,30,10,13,2021-01-09 19:08:16.900000,0
1279,13,15,100,de_inferno,weapon_deagle,7,6,10,13,2021-01-09 19:08:36.720000,0
1280,14,15,100,de_inferno,weapon_deagle,7,6,10,13,2021-01-09 19:08:36.910000,0
1281,14,15,100,de_inferno,weapon_m4a1,30,30,10,13,2021-01-09 19:08:39.630000,0
1282,14,15,100,de_inferno,weapon_m4a1,30,29,10,13,2021-01-09 19:08:55.590000,0
1283,14,15,100,de_inferno,weapon_deagle,7,6,10,13,2021-01-09 19:08:58.840000,0
1284,14,15,90,de_inferno,weapon_deagle,7,6,10,13,2021-01-09 19:09:52.270000,0
1285,14,15,90,de_inferno,weapon_deagle,7,6,11,13,2021-01-09 19:09:52.630000,0
1286,14,15,90,de_inferno,weapon_m4a1,30,29,11,13,2021-01-09 19:09:56.280000,0
1287,14,15,100,de_inferno,weapon_m4a1,30,30,11,13,2021-01-09 19:09:57.050000,0
1288,14,15,100,de_inferno,weapon_deagle,7,7,11,13,2021-01-09 19:10:01.390000,0
1289,14,15,100,de_inferno,weapon_deagle,7,6,11,13,2021-01-09 19:10:14.820000,0
1290,14,15,100,de_inferno,weapon_deagle,7,5,11,13,2021-01-09 19:10:15.300000,0
1291,14,15,100,de_inferno,weapon_m4a1,30,30,11,13,2021-01-09 19:10:17.100000,0
1292,14,15,100,de_inferno,weapon_m4a1,30,29,11,13,2021-01-09 19:10:35.440000,0
1293,14,15,100,de_inferno,weapon_m4a1,30,28,11,13,2021-01-09 19:10:35.500000,0
1294,14,15,100,de_inferno,weapon_m4a1,30,27,11,13,2021-01-09 19:10:35.590000,0
1295,14,15,100,de_inferno,weapon_m4a1,30,26,11,13,2021-01-09 19:10:35.690000,0
1296,14,15,100,de_inferno,weapon_m4a1,30,25,11,13,2021-01-09 19:10:35.810000,0
1297,14,15,100,de_inferno,weapon_m4a1,30,24,11,13,2021-01-09 19:10:35.940000,0
1298,14,15,100,de_inferno,weapon_m4a1,30,22,11,13,2021-01-09 19:10:43.340000,0
1299,14,15,100,de_inferno,weapon_m4a1,30,21,11,13,2021-01-09 19:10:43.530000,0
1300,14,15,100,de_inferno,weapon_m4a1,30,20,11,13,2021-01-09 19:10:43.840000,0
1301,14,15,100,de_inferno,weapon_m4a1,30,19,11,13,2021-01-09 19:10:43.970000,0
1302,14,15,100,de_inferno,weapon_m4a1,30,18,11,13,2021-01-09 19:10:45.310000,0
1303,14,15,100,de_inferno,weapon_m4a1,30,17,11,13,2021-01-09 19:10:45.430000,0
1304,14,15,100,de_inferno,weapon_m4a1,30,16,11,13,2021-01-09 19:10:45.810000,0
1305,14,15,100,de_inferno,weapon_m4a1,30,15,11,13,2021-01-09 19:10:45.870000,0
1306,14,15,100,de_inferno,weapon_m4a1,30,14,11,13,2021-01-09 19:10:47.390000,0
1307,14,15,100,de_inferno,weapon_m4a1,30,13,11,13,2021-01-09 19:10:47.510000,0
1308,14,15,100,de_inferno,weapon_m4a1,30,11,11,13,2021-01-09 19:10:52.180000,0
1309,14,15,100,de_inferno,weapon_m4a1,30,10,11,13,2021-01-09 19:10:53.050000,0
1310,14,15,100,de_inferno,weapon_m4a1,30,9,11,13,2021-01-09 19:10:53.420000,0
1311,14,15,100,de_inferno,weapon_m4a1,30,8,11,13,2021-01-09 19:10:53.540000,0
1312,14,15,100,de_inferno,weapon_deagle,7,5,11,13,2021-01-09 19:10:54.790000,0
1313,14,15,99,de_inferno,weapon_deagle,7,5,11,13,2021-01-09 19:10:55.320000,0
1314,14,15,97,de_inferno,weapon_deagle,7,5,11,13,2021-01-09 19:10:55.450000,0
1315,14,15,94,de_inferno,weapon_deagle,7,5,11,13,2021-01-09 19:10:55.700000,0
1316,14,15,90,de_inferno,weapon_deagle,7,5,11,13,2021-01-09 19:10:55.830000,0
1317,14,15,86,de_inferno,weapon_m4a1,30,8,11,13,2021-01-09 19:10:56.080000,0
1318,14,15,81,de_inferno,weapon_m4a1,30,8,11,13,2021-01-09 19:10:56.270000,0
1319,14,15,75,de_inferno,weapon_m4a1,30,8,11,13,2021-01-09 19:10:56.420000,0
1320,14,15,68,de_inferno,weapon_m4a1,30,8,11,13,2021-01-09 19:10:56.570000,0
1321,14,15,68,de_inferno,weapon_deagle,7,5,11,13,2021-01-09 19:10:56.670000,0
1322,14,15,60,de_inferno,weapon_deagle,7,5,11,13,2021-01-09 19:10:56.790000,0
1323,14,15,60,de_inferno,weapon_m4a1,30,8,11,13,2021-01-09 19:10:57.100000,0
1324,14,15,48,de_inferno,weapon_m4a1,30,8,11,13,2021-01-09 19:11:26.540000,0
1325,14,15,48,de_inferno,weapon_m4a1,30,7,11,13,2021-01-09 19:11:28.110000,0
1326,14,15,36,de_inferno,weapon_m4a1,30,6,11,13,2021-01-09 19:11:28.230000,0
1327,14,15,36,de_inferno,weapon_m4a1,30,5,11,13,2021-01-09 19:11:28.330000,0
1328,14,15,36,de_inferno,weapon_m4a1,30,4,11,13,2021-01-09 19:11:28.420000,0
1329,14,15,24,de_inferno,weapon_m4a1,30,3,11,13,2021-01-09 19:11:28.550000,0
1330,14,16,100,de_inferno,weapon_ak47,30,30,11,14,2021-01-09 19:11:36.560000,0
1331,14,16,100,de_inferno,weapon_glock,20,20,11,14,2021-01-09 19:11:38.620000,0
1332,14,16,100,de_inferno,weapon_glock,20,19,11,14,2021-01-09 19:12:02.350000,0
1333,14,16,100,de_inferno,weapon_glock,20,18,11,14,2021-01-09 19:12:02.540000,0
1334,14,16,100,de_inferno,weapon_glock,20,17,11,14,2021-01-09 19:12:02.760000,0
1335,14,16,100,de_inferno,weapon_ak47,30,30,11,14,2021-01-09 19:12:04.840000,0
1336,14,16,100,de_inferno,weapon_glock,20,16,11,14,2021-01-09 19:12:22.070000,0
1337,14,16,35,de_inferno,weapon_ak47,30,30,11,14,2021-01-09 19:12:45.790000,0
1338,14,16,35,de_inferno,weapon_ak47,30,29,11,14,2021-01-09 19:12:47.360000,0
1339,15,16,35,de_inferno,weapon_ak47,30,27,11,14,2021-01-09 19:12:47.550000,0
1340,15,16,35,de_inferno,weapon_ak47,30,26,11,14,2021-01-09 19:12:47.670000,0
1341,15,16,35,de_inferno,weapon_ak47,30,25,11,14,2021-01-09 19:12:47.800000,0
1342,15,16,35,de_inferno,weapon_glock,20,16,11,14,2021-01-09 19:12:53.360000,0
1343,15,16,8,de_inferno,weapon_ak47,30,25,11,14,2021-01-09 19:13:17.180000,0
1344,15,17,100,de_inferno,weapon_glock,20,20,12,14,2021-01-09 19:13:36.280000,0
1345,15,17,100,de_inferno,weapon_ak47,30,30,12,14,2021-01-09 19:13:40.400000,0
1346,15,17,100,de_inferno,weapon_ak47,30,29,12,14,2021-01-09 19:14:08.020000,0
1347,15,17,100,de_inferno,weapon_ak47,30,28,12,14,2021-01-09 19:14:08.050000,0
1348,15,17,100,de_inferno,weapon_ak47,30,27,12,14,2021-01-09 19:14:08.140000,0
1349,15,17,100,de_inferno,weapon_ak47,30,26,12,14,2021-01-09 19:14:08.320000,0
1350,15,17,100,de_inferno,weapon_ak47,30,25,12,14,2021-01-09 19:14:08.450000,0
1351,15,17,100,de_inferno,weapon_ak47,30,24,12,14,2021-01-09 19:14:09.200000,0
1352,15,17,100,de_inferno,weapon_ak47,30,23,12,14,2021-01-09 19:14:09.330000,0
1353,15,17,100,de_inferno,weapon_ak47,30,22,12,14,2021-01-09 19:14:09.700000,0
1354,15,17,100,de_inferno,weapon_ak47,30,21,12,14,2021-01-09 19:14:09.790000,0
1355,15,17,100,de_inferno,weapon_ak47,30,20,12,14,2021-01-09 19:14:10.790000,0
1356,15,17,100,de_inferno,weapon_ak47,30,19,12,14,2021-01-09 19:14:10.820000,0
1357,15,17,73,de_inferno,weapon_ak47,30,18,12,14,2021-01-09 19:14:11.010000,0
1358,15,17,73,de_inferno,weapon_ak47,30,17,12,14,2021-01-09 19:14:11.070000,0
1359,15,17,73,de_inferno,weapon_ak47,30,16,12,14,2021-01-09 19:14:11.130000,0
1360,15,17,73,de_inferno,weapon_ak47,30,14,12,14,2021-01-09 19:14:11.380000,0
1361,15,17,46,de_inferno,weapon_ak47,30,13,12,14,2021-01-09 19:14:11.450000,0
1362,16,17,46,de_inferno,weapon_ak47,30,13,12,14,2021-01-09 19:14:11.510000,0
1363,16,17,46,de_inferno,weapon_ak47,30,12,12,14,2021-01-09 19:14:11.630000,0
1364,16,17,46,de_inferno,weapon_ak47,30,11,12,14,2021-01-09 19:14:11.660000,0
1365,16,17,46,de_inferno,weapon_ak47,30,10,12,14,2021-01-09 19:14:11.790000,0
1366,16,17,46,de_inferno,weapon_glock,20,20,12,14,2021-01-09 19:14:13.230000,0
1367,16,17,46,de_inferno,weapon_ak47,30,30,12,14,2021-01-09 19:14:13.540000,0
1368,16,17,46,de_inferno,weapon_ak47,30,29,12,14,2021-01-09 19:14:16.510000,0
1369,16,17,46,de_inferno,weapon_ak47,30,28,12,14,2021-01-09 19:14:16.680000,0
1370,16,17,46,de_inferno,weapon_ak47,30,27,12,14,2021-01-09 19:14:16.740000,0
1371,16,17,46,de_inferno,weapon_ak47,30,26,12,14,2021-01-09 19:14:16.810000,0
1372,16,17,30,de_inferno,weapon_ak47,30,25,12,14,2021-01-09 19:14:17.020000,0
1373,16,18,100,de_inferno,weapon_glock,20,20,12,15,2021-01-09 19:15:54.260000,0
1374,16,18,100,de_inferno,weapon_ak47,30,30,12,15,2021-01-09 19:15:59.380000,0
1375,16,18,100,de_inferno,weapon_glock,20,20,13,15,2021-01-09 19:17:16.810000,0
1376,16,18,100,de_inferno,weapon_ak47,30,30,13,15,2021-01-09 19:17:24.290000,0
1377,16,18,100,de_inferno,weapon_ak47,30,29,13,15,2021-01-09 19:18:30.220000,0
1378,16,18,100,de_inferno,weapon_ak47,30,28,13,15,2021-01-09 19:18:30.350000,0
1379,0,0,100,de_overpass,weapon_usp_silencer,12,12,0,0,2021-01-10 15:25:24.830000,1
1380,0,0,100,de_overpass,weapon_galilar,35,35,0,0,2021-01-10 15:25:43.870000,1
1381,0,0,100,de_overpass,weapon_galilar,35,34,0,0,2021-01-10 15:25:55.570000,1
1382,0,0,100,de_overpass,weapon_galilar,35,33,0,0,2021-01-10 15:25:55.660000,1
1383,0,0,100,de_overpass,weapon_galilar,35,32,0,0,2021-01-10 15:25:55.780000,1
1384,0,0,100,de_overpass,weapon_galilar,35,30,0,0,2021-01-10 15:25:55.910000,1
1385,0,0,100,de_overpass,weapon_galilar,35,28,0,0,2021-01-10 15:25:56.030000,1
1386,0,0,100,de_overpass,weapon_galilar,35,27,0,0,2021-01-10 15:25:56.160000,1
1387,0,0,100,de_overpass,weapon_galilar,35,26,0,0,2021-01-10 15:25:56.220000,1
1388,0,0,100,de_overpass,weapon_galilar,35,25,0,0,2021-01-10 15:25:56.340000,1
1389,0,0,100,de_overpass,weapon_galilar,35,23,0,0,2021-01-10 15:25:56.470000,1
1390,0,0,100,de_overpass,weapon_galilar,35,22,0,0,2021-01-10 15:25:56.590000,1
1391,0,0,100,de_overpass,weapon_galilar,35,21,0,0,2021-01-10 15:25:56.720000,1
1392,0,0,72,de_overpass,weapon_galilar,35,20,0,0,2021-01-10 15:25:56.840000,1
1393,0,0,72,de_overpass,weapon_galilar,35,19,0,0,2021-01-10 15:25:56.920000,1
1394,0,1,100,de_overpass,weapon_famas,25,25,0,0,2021-01-10 15:26:01.210000,1
1395,0,1,100,de_overpass,weapon_famas,25,24,0,0,2021-01-10 15:26:04.010000,1
1396,0,1,100,de_overpass,weapon_famas,25,23,0,0,2021-01-10 15:26:04.210000,1
1397,0,1,100,de_overpass,weapon_famas,25,22,0,0,2021-01-10 15:26:04.700000,1
1398,1,1,100,de_overpass,weapon_famas,25,21,0,0,2021-01-10 15:26:04.770000,1
1399,1,1,100,de_overpass,weapon_famas,25,20,0,0,2021-01-10 15:26:06.760000,1
1400,1,1,100,de_overpass,weapon_famas,25,19,0,0,2021-01-10 15:26:06.890000,1
1401,1,1,100,de_overpass,weapon_famas,25,18,0,0,2021-01-10 15:26:07.200000,1
1402,1,1,100,de_overpass,weapon_famas,25,17,0,0,2021-01-10 15:26:07.260000,1
1403,1,1,100,de_overpass,weapon_famas,25,16,0,0,2021-01-10 15:26:07.570000,1
1404,1,1,100,de_overpass,weapon_famas,25,15,0,0,2021-01-10 15:26:07.640000,1
1405,1,1,100,de_overpass,weapon_famas,25,13,0,0,2021-01-10 15:26:08.070000,1
1406,1,1,100,de_overpass,weapon_famas,25,12,0,0,2021-01-10 15:26:08.390000,1
1407,1,1,100,de_overpass,weapon_famas,25,11,0,0,2021-01-10 15:26:08.450000,1
1408,1,1,100,de_overpass,weapon_glock,20,20,0,0,2021-01-10 15:26:08.820000,1
1409,1,1,100,de_overpass,weapon_glock,20,19,0,0,2021-01-10 15:26:10.290000,1
1410,1,1,100,de_overpass,weapon_glock,20,18,0,0,2021-01-10 15:26:10.610000,1
1411,1,1,100,de_overpass,weapon_glock,20,17,0,0,2021-01-10 15:26:11.170000,1
1412,1,1,90,de_overpass,weapon_glock,20,16,0,0,2021-01-10 15:26:11.290000,1
1413,1,1,90,de_overpass,weapon_glock,20,15,0,0,2021-01-10 15:26:11.650000,1
1414,1,1,90,de_overpass,weapon_glock,20,14,0,0,2021-01-10 15:26:12.020000,1
1415,1,1,90,de_overpass,weapon_glock,20,13,0,0,2021-01-10 15:26:12.400000,1
1416,1,1,90,de_overpass,weapon_glock,20,12,0,0,2021-01-10 15:26:12.710000,1
1417,1,1,90,de_overpass,weapon_glock,20,11,0,0,2021-01-10 15:26:13.060000,1
1418,1,2,100,de_overpass,weapon_usp_silencer,12,12,0,0,2021-01-10 15:26:14.930000,1
1419,1,2,100,de_overpass,weapon_m4a1_silencer,25,25,0,0,2021-01-10 15:26:15.060000,1
1420,1,2,78,de_overpass,weapon_m4a1_silencer,25,25,0,0,2021-01-10 15:26:23.500000,1
1421,1,2,78,de_overpass,weapon_m4a1_silencer,25,24,0,0,2021-01-10 15:26:24.060000,1
1422,1,2,78,de_overpass,weapon_m4a1_silencer,25,23,0,0,2021-01-10 15:26:24.150000,1
1423,1,2,78,de_overpass,weapon_m4a1_silencer,25,22,0,0,2021-01-10 15:26:24.430000,1
1424,1,2,78,de_overpass,weapon_m4a1_silencer,25,21,0,0,2021-01-10 15:26:24.680000,1
1425,1,2,78,de_overpass,weapon_m4a1_silencer,25,20,0,0,2021-01-10 15:26:24.990000,1
1426,1,2,78,de_overpass,weapon_m4a1_silencer,25,19,0,0,2021-01-10 15:26:25.120000,1
1427,1,3,100,de_overpass,weapon_usp_silencer,12,12,0,0,2021-01-10 15:26:27.540000,1
1428,1,3,100,de_overpass,weapon_deagle,7,7,0,0,2021-01-10 15:26:27.640000,1
1429,1,3,100,de_overpass,weapon_deagle,7,6,0,0,2021-01-10 15:26:30.190000,1
1430,1,3,100,de_overpass,weapon_deagle,7,5,0,0,2021-01-10 15:26:31.000000,1
1431,1,3,100,de_overpass,weapon_deagle,7,4,0,0,2021-01-10 15:26:31.500000,1
1432,1,3,100,de_overpass,weapon_deagle,7,3,0,0,2021-01-10 15:26:32.630000,1
1433,1,4,100,de_overpass,weapon_usp_silencer,12,12,0,0,2021-01-10 15:26:36.600000,1
1434,1,4,100,de_overpass,weapon_m4a1,30,30,0,0,2021-01-10 15:26:36.690000,1
1435,1,4,100,de_overpass,weapon_m4a1,30,29,0,0,2021-01-10 15:26:38.280000,1
1436,1,4,100,de_overpass,weapon_m4a1,30,28,0,0,2021-01-10 15:26:38.470000,1
1437,1,4,100,de_overpass,weapon_m4a1,30,27,0,0,2021-01-10 15:26:39.770000,1
1438,1,4,100,de_overpass,weapon_m4a1,30,26,0,0,2021-01-10 15:26:39.830000,1
1439,1,4,100,de_overpass,weapon_m4a1,30,25,0,0,2021-01-10 15:26:41.110000,1
1440,1,4,79,de_overpass,weapon_m4a1,30,24,0,0,2021-01-10 15:26:41.550000,1
1441,1,4,79,de_overpass,weapon_m4a1,30,23,0,0,2021-01-10 15:26:41.800000,1
1442,1,5,100,de_overpass,weapon_awp,10,10,0,0,2021-01-10 15:26:43.680000,1
1443,1,5,100,de_overpass,weapon_awp,10,9,0,0,2021-01-10 15:26:45.670000,1
1444,0,0,100,de_overpass,weapon_usp_silencer,12,12,0,1,2021-01-10 15:27:25.140000,1
1445,0,0,100,de_overpass,weapon_m4a1_silencer,25,25,0,1,2021-01-10 15:27:25.420000,1
1446,0,0,100,de_overpass,weapon_m4a1_silencer,25,25,0,0,2021-01-10 15:27:25.730000,1
1447,0,0,100,de_overpass,weapon_glock,20,20,0,0,2021-01-10 15:27:30.550000,1
1448,0,0,100,de_overpass,weapon_glock,20,19,0,0,2021-01-10 15:28:34.030000,1
1449,0,0,100,de_overpass,weapon_glock,20,18,0,0,2021-01-10 15:28:34.280000,1
1450,0,0,100,de_overpass,weapon_glock,20,17,0,0,2021-01-10 15:28:34.400000,1
1451,0,0,100,de_overpass,weapon_glock,20,16,0,0,2021-01-10 15:28:34.970000,1
1452,0,0,100,de_overpass,weapon_glock,20,15,0,0,2021-01-10 15:28:41.060000,1
1453,0,0,100,de_overpass,weapon_glock,20,14,0,0,2021-01-10 15:28:41.250000,1
1454,0,0,100,de_overpass,weapon_glock,20,13,0,0,2021-01-10 15:28:41.490000,1
1455,0,0,100,de_overpass,weapon_glock,20,12,0,0,2021-01-10 15:28:41.740000,1
1456,0,0,100,de_overpass,weapon_glock,20,11,0,0,2021-01-10 15:28:41.990000,1
1457,0,0,100,de_overpass,weapon_glock,20,10,0,0,2021-01-10 15:28:42.180000,1
1458,0,0,100,de_overpass,weapon_glock,20,9,0,0,2021-01-10 15:28:42.610000,1
1459,0,0,100,de_overpass,weapon_glock,20,8,0,0,2021-01-10 15:28:42.860000,1
1460,0,0,100,de_overpass,weapon_glock,20,7,0,0,2021-01-10 15:28:43.100000,1
1461,0,0,100,de_overpass,weapon_glock,20,6,0,0,2021-01-10 15:28:44.100000,1
1462,0,0,100,de_overpass,weapon_glock,20,5,0,0,2021-01-10 15:28:44.950000,1
1463,0,0,100,de_overpass,weapon_glock,20,4,0,0,2021-01-10 15:28:45.260000,1
1464,0,0,85,de_overpass,weapon_glock,20,3,0,0,2021-01-10 15:28:45.410000,1
1465,0,0,70,de_overpass,weapon_glock,20,2,0,0,2021-01-10 15:28:45.670000,1
1466,0,0,70,de_overpass,weapon_glock,20,1,0,0,2021-01-10 15:28:46.040000,1
1467,0,0,55,de_overpass,weapon_glock,20,1,0,0,2021-01-10 15:28:46.230000,1
1468,0,0,39,de_overpass,weapon_glock,20,1,0,0,2021-01-10 15:28:46.420000,1
1469,0,0,39,de_overpass,weapon_glock,20,0,0,0,2021-01-10 15:28:46.540000,1
1470,0,0,23,de_overpass,weapon_glock,20,0,0,0,2021-01-10 15:28:46.880000,1
1471,0,0,7,de_overpass,weapon_glock,20,0,0,0,2021-01-10 15:28:47.130000,1
1472,0,0,3,de_overpass,weapon_glock,20,0,0,0,2021-01-10 15:28:47.320000,1
1473,0,1,100,de_overpass,weapon_glock,20,20,0,1,2021-01-10 15:29:03.150000,1
1474,0,1,100,de_overpass,weapon_tec9,18,18,0,1,2021-01-10 15:29:06.480000,1
1475,0,1,36,de_overpass,weapon_tec9,18,18,0,1,2021-01-10 15:29:35.830000,1
1476,0,1,36,de_overpass,weapon_tec9,18,17,0,1,2021-01-10 15:29:39.580000,1
1477,0,1,36,de_overpass,weapon_tec9,18,16,0,1,2021-01-10 15:29:42.340000,1
1478,0,1,36,de_overpass,weapon_tec9,18,15,0,1,2021-01-10 15:29:42.520000,1
1479,0,1,36,de_overpass,weapon_tec9,18,14,0,1,2021-01-10 15:29:42.840000,1
1480,0,1,36,de_overpass,weapon_tec9,18,13,0,1,2021-01-10 15:29:43.090000,1
1481,0,1,36,de_overpass,weapon_tec9,18,12,0,1,2021-01-10 15:29:44.200000,1
1482,0,1,9,de_overpass,weapon_tec9,18,11,0,1,2021-01-10 15:29:44.570000,1
1483,0,1,9,de_overpass,weapon_tec9,18,10,0,1,2021-01-10 15:29:44.630000,1
1484,0,2,100,de_overpass,weapon_glock,20,20,0,2,2021-01-10 15:29:59.420000,1
1485,0,2,100,de_overpass,weapon_deagle,7,7,0,2,2021-01-10 15:30:11.260000,1
1486,0,2,100,de_overpass,weapon_deagle,7,6,0,2,2021-01-10 15:30:22.790000,1
1487,0,2,100,de_overpass,weapon_deagle,7,7,0,2,2021-01-10 15:30:26.150000,1
1488,0,2,100,de_overpass,weapon_deagle,7,6,0,2,2021-01-10 15:30:28.780000,1
1489,0,2,100,de_overpass,weapon_deagle,7,5,0,2,2021-01-10 15:30:29.130000,1
1490,0,2,100,de_overpass,weapon_deagle,7,4,0,2,2021-01-10 15:30:31.780000,1
1491,0,2,100,de_overpass,weapon_deagle,7,3,0,2,2021-01-10 15:30:32.280000,1
1492,0,2,100,de_overpass,weapon_deagle,7,2,0,2,2021-01-10 15:30:32.710000,1
1493,0,2,73,de_overpass,weapon_deagle,7,2,0,2,2021-01-10 15:30:33.020000,1
1494,0,2,46,de_overpass,weapon_deagle,7,2,0,2,2021-01-10 15:30:33.140000,1
1495,0,2,19,de_overpass,weapon_deagle,7,1,0,2,2021-01-10 15:30:33.270000,1
1496,0,3,100,de_overpass,weapon_ak47,30,30,0,3,2021-01-10 15:32:31.650000,1
1497,0,3,100,de_overpass,weapon_glock,20,20,0,3,2021-01-10 15:32:35.610000,1
1498,0,3,73,de_overpass,weapon_ak47,30,30,0,3,2021-01-10 15:33:12.940000,1
1499,0,3,5,de_overpass,weapon_ak47,30,29,0,3,2021-01-10 15:33:13.070000,1
1500,0,4,100,de_overpass,weapon_glock,20,20,1,3,2021-01-10 15:34:16.080000,1
1501,0,4,100,de_overpass,weapon_ak47,30,30,1,3,2021-01-10 15:34:19.590000,1
1502,0,4,100,de_overpass,weapon_ak47,30,29,1,3,2021-01-10 15:34:44.730000,1
1503,0,4,100,de_overpass,weapon_ak47,30,28,1,3,2021-01-10 15:34:44.850000,1
1504,0,4,100,de_overpass,weapon_ak47,30,27,1,3,2021-01-10 15:34:45.170000,1
1505,0,4,80,de_overpass,weapon_ak47,30,26,1,3,2021-01-10 15:34:45.230000,1
1506,0,4,60,de_overpass,weapon_ak47,30,26,1,3,2021-01-10 15:34:45.350000,1
1507,0,4,60,de_overpass,weapon_ak47,30,25,1,3,2021-01-10 15:34:45.540000,1
1508,0,4,40,de_overpass,weapon_ak47,30,24,1,3,2021-01-10 15:34:45.630000,1
1509,0,5,100,de_overpass,weapon_glock,20,20,2,3,2021-01-10 15:36:06.690000,1
1510,0,5,100,de_overpass,weapon_ak47,30,30,2,3,2021-01-10 15:36:13.610000,1
1511,0,5,100,de_overpass,weapon_ak47,30,29,2,3,2021-01-10 15:36:50.100000,1
1512,0,5,100,de_overpass,weapon_ak47,30,28,2,3,2021-01-10 15:36:53.500000,1
1513,0,5,100,de_overpass,weapon_ak47,30,27,2,3,2021-01-10 15:36:53.630000,1
1514,0,5,100,de_overpass,weapon_ak47,30,25,2,3,2021-01-10 15:36:53.750000,1
1515,0,5,43,de_overpass,weapon_ak47,30,24,2,3,2021-01-10 15:36:53.880000,1
1516,0,5,43,de_overpass,weapon_ak47,30,23,2,3,2021-01-10 15:36:53.940000,1
1517,0,6,100,de_overpass,weapon_glock,20,20,2,4,2021-01-10 15:37:30.290000,1
1518,0,6,100,de_overpass,weapon_galilar,35,35,2,4,2021-01-10 15:37:42.680000,1
1519,0,6,100,de_overpass,weapon_galilar,35,33,2,4,2021-01-10 15:38:15.970000,1
1520,0,6,100,de_overpass,weapon_galilar,35,31,2,4,2021-01-10 15:38:16.400000,1
1521,0,6,100,de_overpass,weapon_galilar,35,30,2,4,2021-01-10 15:38:16.650000,1
1522,0,6,100,de_overpass,weapon_galilar,35,29,2,4,2021-01-10 15:38:16.780000,1
1523,1,6,100,de_overpass,weapon_galilar,35,29,2,4,2021-01-10 15:38:16.900000,1
1524,1,6,100,de_overpass,weapon_galilar,35,35,2,4,2021-01-10 15:38:19.050000,1
1525,1,6,100,de_overpass,weapon_glock,20,20,2,4,2021-01-10 15:38:20.170000,1
1526,1,6,100,de_overpass,weapon_galilar,35,34,2,4,2021-01-10 15:39:43.450000,1
1527,1,6,100,de_overpass,weapon_galilar,35,33,2,4,2021-01-10 15:39:43.570000,1
1528,1,6,100,de_overpass,weapon_galilar,35,31,2,4,2021-01-10 15:39:43.630000,1
1529,2,6,100,de_overpass,weapon_galilar,35,30,2,4,2021-01-10 15:39:43.790000,1
1530,2,6,100,de_overpass,weapon_galilar,35,29,2,4,2021-01-10 15:39:43.850000,1
1531,2,6,100,de_overpass,weapon_glock,20,20,2,4,2021-01-10 15:39:43.970000,1
1532,2,6,100,de_overpass,weapon_galilar,35,28,3,4,2021-01-10 15:39:46.370000,1
1533,2,6,100,de_overpass,weapon_glock,20,20,3,4,2021-01-10 15:39:46.820000,1
1534,2,6,100,de_overpass,weapon_glock,20,19,3,4,2021-01-10 15:39:48.420000,1
1535,2,6,100,de_overpass,weapon_glock,20,18,3,4,2021-01-10 15:39:48.520000,1
1536,2,6,100,de_overpass,weapon_glock,20,17,3,4,2021-01-10 15:39:48.670000,1
1537,2,6,100,de_overpass,weapon_glock,20,20,3,4,2021-01-10 15:39:48.790000,1
1538,2,6,100,de_overpass,weapon_ak47,30,30,3,4,2021-01-10 15:39:57.500000,1
1539,2,6,100,de_overpass,weapon_ak47,30,29,3,4,2021-01-10 15:40:31.440000,1
1540,2,6,100,de_overpass,weapon_ak47,30,28,3,4,2021-01-10 15:40:31.520000,1
1541,2,6,100,de_overpass,weapon_ak47,30,27,3,4,2021-01-10 15:40:31.640000,1
1542,2,6,100,de_overpass,weapon_ak47,30,26,3,4,2021-01-10 15:40:31.700000,1
1543,2,6,100,de_overpass,weapon_ak47,30,25,3,4,2021-01-10 15:40:32.140000,1
1544,2,6,100,de_overpass,weapon_ak47,30,24,3,4,2021-01-10 15:40:32.230000,1
1545,2,6,100,de_overpass,weapon_ak47,30,23,3,4,2021-01-10 15:40:32.360000,1
1546,2,6,100,de_overpass,weapon_ak47,30,22,3,4,2021-01-10 15:40:32.480000,1
1547,2,6,100,de_overpass,weapon_ak47,30,21,3,4,2021-01-10 15:40:32.540000,1
1548,2,6,100,de_overpass,weapon_ak47,30,20,3,4,2021-01-10 15:40:32.670000,1
1549,2,6,100,de_overpass,weapon_ak47,30,19,3,4,2021-01-10 15:40:32.790000,1
1550,2,6,100,de_overpass,weapon_ak47,30,17,3,4,2021-01-10 15:40:38.210000,1
1551,2,6,100,de_overpass,weapon_ak47,30,16,3,4,2021-01-10 15:40:39.330000,1
1552,2,6,100,de_overpass,weapon_ak47,30,15,3,4,2021-01-10 15:40:39.420000,1
